url,domain,site_type,store_id,brand_id,term_origin,input_unit_warning,ai_trust_index,answer_adoption_rate,source_evidence_rate,legacy_geo_score,site_readiness_score,measured_query_count,excluded_query_count,entity_grounded,evidence_confidence,concise_comment_zh,deepseek_entity_name,deepseek_industry,deepseek_business_scope,deepseek_profile_status,measurement_status,measured_at,response_model,query_set_version,raw_ref,pipeline_version,profile_version,parser_version,scoring_version,evidence_hash
https://www.85td-101.com/,85td-101.com,,XY-066,BR-85TD,,,,,,,,,,,,網站或 API 證據不足，本筆資料不計為零分。,,,,,failed,2026-09-09T06:41:47.952Z,,,,3.0.0-query1.5.0-perplexity-p2.1.0-s3.1.0-trust1.0.0,1.1.0,2.1.0,3.1.0,
https://www.apointsteak.com.tw/,apointsteak.com.tw,restaurant,XY-003,BR-APOINTSTEAK,master,,0,0,0,53,82,3,0,true,high,AI Trust Index 0 分；答案採用率 0%、已驗證官方 URL 引用率 0%。,艾朋牛排餐酒館,餐飲業,牛排館、餐酒館，提供頂級熟成牛排、義大利麵、精緻佳餚、宵夜小點與調酒，並提供餐飲服務與聚會場所。,success,success,2026-09-09T06:41:47.956Z,sonar,xinyi-dining-2026h2-v2.0,raw/apointsteak.com.tw.json,3.0.0-query1.5.0-perplexity-p2.1.0-s3.1.0-trust1.0.0,1.1.0,2.1.0,3.1.0,4811fdc4faa9398d0d6149d9463a65b3dda25336c25157cf4d334a312a3dac77
https://www.bellavita.com.tw/cht/,bellavita.com.tw,restaurant,XY-023,BR-ROBUCHON,master,,0,0,0,33,50,3,0,false,medium,AI Trust Index 0 分；答案採用率 0%、已驗證官方 URL 引用率 0%。,BELLAVITA 寶麗廣塲,百貨零售業,精品百貨商場，提供高級精品、服飾、配件、主題餐廳、美食、咖啡輕食、會員服務、藝文展覽等,success,success,2026-09-09T06:42:05.367Z,sonar,xinyi-dining-2026h2-v2.0,raw/bellavita.com.tw.json,3.0.0-query1.5.0-perplexity-p2.1.0-s3.1.0-trust1.0.0,1.1.0,2.1.0,3.1.0,e2024b8d9a1c95dc28228b21b660d42a6ba26db3f131e9f406c0043814e94b77
https://www.breeze.com.tw/,breeze.com.tw,restaurant,XY-035,BR-SINCHAO,master,,0,0,0,41,87,3,0,true,high,AI Trust Index 0 分；答案採用率 0%、已驗證官方 URL 引用率 0%。,微風廣場,零售百貨,百貨公司營運，包含購物中心、餐飲、品牌專櫃等,success,success,2026-09-09T06:42:23.515Z,sonar,xinyi-dining-2026h2-v2.0,raw/breeze.com.tw.json,3.0.0-query1.5.0-perplexity-p2.1.0-s3.1.0-trust1.0.0,1.1.0,2.1.0,3.1.0,7b243a15d0c78f1ea71da242ac346d8733730e6f2f7d954cf4b168736c648754
https://tw.celavi.com/,tw.celavi.com,restaurant,XY-022,BR-CELAVI,master,,0,0,0,55,83,3,0,true,high,AI Trust Index 0 分；答案採用率 0%、已驗證官方 URL 引用率 0%。,CÉ LA VI Taipei,restaurant,"Rooftop dining, skybar, lounge, cocktails, nightlife, private events",success,success,2026-09-09T06:42:46.244Z,sonar,xinyi-dining-2026h2-v2.0,raw/tw.celavi.com.json,3.0.0-query1.5.0-perplexity-p2.1.0-s3.1.0-trust1.0.0,1.1.0,2.1.0,3.1.0,798a436e333c1b022cb0e4a89101a0330e0de487ee5435ca4206aecd3ff556b0
https://www.chunshuitang.com.tw/,chunshuitang.com.tw,restaurant,XY-029,BR-CHUNSHUITANG,master,,0,0,0,53,77,3,0,true,high,AI Trust Index 0 分；答案採用率 0%、已驗證官方 URL 引用率 0%。,春水堂人文茶館,餐飲業,茶飲、餐點、茶文化推廣、全球連鎖經營,success,success,2026-09-09T06:43:06.351Z,sonar,xinyi-dining-2026h2-v2.0,raw/chunshuitang.com.tw.json,3.0.0-query1.5.0-perplexity-p2.1.0-s3.1.0-trust1.0.0,1.1.0,2.1.0,3.1.0,b9f0b66a44728f06fd5484d96277dd8685a2dd39ecce6cd8e630998e02429ef4
https://www.dannycompany.com.tw/,dannycompany.com.tw,restaurant,XY-016,BR-TC-STEAK,master,,0,0,0,41,69,3,0,true,high,AI Trust Index 0 分；答案採用率 0%、已驗證官方 URL 引用率 0%。,教父牛排 Danny's Steakhouse,餐飲服務業,高級牛排餐廳及相關餐飲品牌經營，提供線上訂位、網路商城、活動資訊及牛排知識內容,success,success,2026-09-09T06:43:24.714Z,sonar,xinyi-dining-2026h2-v2.0,raw/dannycompany.com.tw.json,3.0.0-query1.5.0-perplexity-p2.1.0-s3.1.0-trust1.0.0,1.1.0,2.1.0,3.1.0,9e0187e052e1d152ffff3168771db59f22afe2c12c409da5072b7d85466d0f04
https://www.dintaifung.com.tw/,dintaifung.com.tw,restaurant,XY-001,BR-DINTAIFUNG,master,,0,0,0,49,58,3,0,true,high,AI Trust Index 0 分；答案採用率 0%、已驗證官方 URL 引用率 0%。,鼎泰豐,餐飲服務業,小籠包及麵點等餐飲服務，並提供線上購物（如鳳梨酥禮盒）,success,success,2026-09-09T06:43:44.156Z,sonar,xinyi-dining-2026h2-v2.0,raw/dintaifung.com.tw.json,3.0.0-query1.5.0-perplexity-p2.1.0-s3.1.0-trust1.0.0,1.1.0,2.1.0,3.1.0,175ceae3709282645821d0a70ab5a70dee21239c6012650acf91526589c04158
https://www.dt101.com.tw/,dt101.com.tw,restaurant,XY-007,BR-DIAMONDTONY,master,,0,0,0,43,78,3,0,true,high,AI Trust Index 0 分；答案採用率 0%、已驗證官方 URL 引用率 0%。,隨意鳥地方餐飲集團,餐飲服務業,經營多品牌餐廳，包括義大利餐廳、蔬食餐廳、酒吧等，提供餐飲服務及線上購物（如餐券）,success,success,2026-09-09T06:44:13.343Z,sonar,xinyi-dining-2026h2-v2.0,raw/dt101.com.tw.json,3.0.0-query1.5.0-perplexity-p2.1.0-s3.1.0-trust1.0.0,1.1.0,2.1.0,3.1.0,8d172aa3096ff5a999778ebfe332a6cc353d019d8642bedd00927b6fecf09cf0
https://www.eatogether.com.tw/zh-TW/home,eatogether.com.tw,restaurant,XY-032,BR-EATOGETHER,master,,21.5,33,0,60,70,3,0,true,high,AI Trust Index 21.5 分；答案採用率 33%、已驗證官方 URL 引用率 0%。,饗食天堂,餐飲業,自助餐（百匯）餐廳，提供多國料理、婚宴、外燴、餐券銷售等服務,success,success,2026-09-09T06:44:23.991Z,sonar,xinyi-dining-2026h2-v2.0,raw/eatogether.com.tw.json,3.0.0-query1.5.0-perplexity-p2.1.0-s3.1.0-trust1.0.0,1.1.0,2.1.0,3.1.0,a0bdc6289495ad11f2f725ac27e2fa2c4d3d53c3a49140c49cd929c93b6e5067
https://www.elite-concepts.com/,elite-concepts.com,restaurant,XY-053,BR-YESHANGHAI,master,,0,0,0,39,81,3,0,true,high,AI Trust Index 0 分；答案採用率 0%、已驗證官方 URL 引用率 0%。,Elite Concepts,restaurant,"Operates multiple restaurant and dining concepts across Hong Kong, Beijing, Shanghai, and Taipei, including Chinese, Sichuan, and Shanghai cuisines, as well as bars and event spaces.",success,success,2026-09-09T06:44:55.435Z,sonar,xinyi-dining-2026h2-v2.0,raw/elite-concepts.com.json,3.0.0-query1.5.0-perplexity-p2.1.0-s3.1.0-trust1.0.0,1.1.0,2.1.0,3.1.0,e5121314c4c609ab93d9b16594e93f8a79d50172f0b030e4623c6b6e0ce8e4fb
https://www.gbarestaurants.com.tw/,gbarestaurants.com.tw,restaurant,XY-045,BR-GBBREWERY,master,,0,0,0,37,58,3,0,false,medium,AI Trust Index 0 分；答案採用率 0%、已驗證官方 URL 引用率 0%。,吉比鮮釀餐廳,餐飲業,提供手工料理與鮮釀啤酒的餐廳服務，包括內用、外帶外送、派對包場等,success,success,2026-09-09T06:45:06.385Z,sonar,xinyi-dining-2026h2-v2.0,raw/gbarestaurants.com.tw.json,3.0.0-query1.5.0-perplexity-p2.1.0-s3.1.0-trust1.0.0,1.1.0,2.1.0,3.1.0,b41d4a4e42076f438978491f5ed1efa2b8f8b6cc0ba0de873f34b8bf5999f29e
https://www.haidilao.com/,haidilao.com,,XY-017,BR-HAIDILAO,,,,,,,,,,,,網站或 API 證據不足，本筆資料不計為零分。,,,,,failed,2026-09-09T06:45:36.668Z,,,,3.0.0-query1.5.0-perplexity-p2.1.0-s3.1.0-trust1.0.0,1.1.0,2.1.0,3.1.0,
https://www.hooters.com.tw/,hooters.com.tw,restaurant,XY-036,BR-HOOTERS,master,,0,0,0,49,76,3,0,true,high,AI Trust Index 0 分；答案採用率 0%、已驗證官方 URL 引用率 0%。,Hooters 美式餐廳,restaurant,美式餐廳，提供美式餐點、飲料、派對包場服務,success,success,2026-09-09T06:45:46.098Z,sonar,xinyi-dining-2026h2-v2.0,raw/hooters.com.tw.json,3.0.0-query1.5.0-perplexity-p2.1.0-s3.1.0-trust1.0.0,1.1.0,2.1.0,3.1.0,2710184bea30d38360c892a9f09589aefc61cd18c6dd7f6e32cc8ed698d629c7
https://www.hostshabu.com/,hostshabu.com,restaurant,XY-005,BR-HOSTSHABU,master,,21.5,33,0,61,70,3,0,true,high,AI Trust Index 21.5 分；答案採用率 33%、已驗證官方 URL 引用率 0%。,合shabu,餐飲業,高級火鍋餐廳，提供套餐及單點，包括雙人海陸套餐、經典套餐等，並有線上訂位服務。,success,success,2026-09-09T06:46:29.443Z,sonar,xinyi-dining-2026h2-v2.0,raw/hostshabu.com.json,3.0.0-query1.5.0-perplexity-p2.1.0-s3.1.0-trust1.0.0,1.1.0,2.1.0,3.1.0,1aeef246dfec29ff89a280d88fa53d440268377843fb21fe35f1ffd9785fe9b9
https://www.humblehousehotels.com/,humblehousehotels.com,restaurant,XY-008,BR-HUMBLE-FARFALLA,master,,0,0,0,35,76,3,0,false,medium,AI Trust Index 0 分；答案採用率 0%、已驗證官方 URL 引用率 0%。,台北艾麗 希爾頓格芮精選酒店 Humble House Taipei,hotel,酒店住宿、餐飲、宴會會議、婚宴、SPA、健身房、線上購物,success,success,2026-09-09T06:46:46.354Z,sonar,xinyi-dining-2026h2-v2.0,raw/humblehousehotels.com.json,3.0.0-query1.5.0-perplexity-p2.1.0-s3.1.0-trust1.0.0,1.1.0,2.1.0,3.1.0,c726809e7615aa19fadb6118b1611845dc34efb25ff7317e5cc3ad2108c45cbf
https://www.hyatt.com/,hyatt.com,,XY-011,BR-HYATT-CAFE,,,,,,,,,,,,網站或 API 證據不足，本筆資料不計為零分。,,,,,failed,2026-09-09T06:47:24.014Z,,,,3.0.0-query1.5.0-perplexity-p2.1.0-s3.1.0-trust1.0.0,1.1.0,2.1.0,3.1.0,
https://ichiran.com.tw/Shop/index.aspx,ichiran.com.tw,ecommerce,XY-012,BR-ICHIRAN,master,,0,0,0,49,55,3,0,true,high,AI Trust Index 0 分；答案採用率 0%、已驗證官方 URL 引用率 0%。,一蘭台灣官方購物網,食品零售,銷售一蘭拉麵相關即食麵、調味醬、禮盒等商品，提供線上購物、會員服務、訂單查詢等,success,success,2026-09-09T06:47:27.289Z,sonar,xinyi-dining-2026h2-v2.0,raw/ichiran.com.tw.json,3.0.0-query1.5.0-perplexity-p2.1.0-s3.1.0-trust1.0.0,1.1.0,2.1.0,3.1.0,41b697650a922e3722a5b8246a7b200f0faf455de52466e3595e30ef2f446b32
https://www.indianfoodtaiwan.com/,indianfoodtaiwan.com,restaurant,XY-009,BR-INDIANFOOD,master,,0,0,0,51,85,3,0,true,high,AI Trust Index 0 分；答案採用率 0%、已驗證官方 URL 引用率 0%。,Mayur Indian Kitchen,restaurant,"Indian restaurant chain offering authentic Indian cuisine, including curries, tandoor, biryani, and international dishes, with multiple locations in Taiwan and Dubai.",success,success,2026-09-09T06:47:33.734Z,sonar,xinyi-dining-2026h2-v2.0,raw/indianfoodtaiwan.com.json,3.0.0-query1.5.0-perplexity-p2.1.0-s3.1.0-trust1.0.0,1.1.0,2.1.0,3.1.0,01649fb0f7a33c5fc081c751cc90d54b66e9fbbbef74326a26f90d4706c46ae2
https://www.inparadise.com.tw/zh-TW/home,inparadise.com.tw,restaurant,XY-015,BR-INPARADISE,master,,0,0,0,51,68,3,0,true,high,AI Trust Index 0 分；答案採用率 0%、已驗證官方 URL 引用率 0%。,INPARADISE 饗饗,餐飲業,自助餐廳（百匯）經營，提供各國料理、餐券販售、線上訂位等服務,success,success,2026-09-09T06:48:09.964Z,sonar,xinyi-dining-2026h2-v2.0,raw/inparadise.com.tw.json,3.0.0-query1.5.0-perplexity-p2.1.0-s3.1.0-trust1.0.0,1.1.0,2.1.0,3.1.0,099520afa774f3d74954210679e705bbc2d72751ef046f044d1e143a88e94f68
https://www.irelandspotato.com.tw/,irelandspotato.com.tw,,XY-065,BR-IRELANDSPOTATO,,,,,,,,,,,,網站或 API 證據不足，本筆資料不計為零分。,,,,,failed,2026-09-09T06:48:14.630Z,,,,3.0.0-query1.5.0-perplexity-p2.1.0-s3.1.0-trust1.0.0,1.1.0,2.1.0,3.1.0,
https://www.jkstudio.tw/,jkstudio.tw,,XY-067,BR-JKSTUDIO,,,,,,,,,,,,網站或 API 證據不足，本筆資料不計為零分。,,,,,failed,2026-09-09T06:48:15.157Z,,,,3.0.0-query1.5.0-perplexity-p2.1.0-s3.1.0-trust1.0.0,1.1.0,2.1.0,3.1.0,
https://www.joycecafetw.com/,joycecafetw.com,restaurant,XY-054,BR-JOYCEEAST,master,,0,0,0,47,49,3,0,true,high,AI Trust Index 0 分；答案採用率 0%、已驗證官方 URL 引用率 0%。,紅石國際股份有限公司,餐飲服務,餐廳經營與餐飲外燴服務，旗下品牌包括JOYCE WEST cafe、紅廚Pasta West East、JOYCE EAST,success,success,2026-09-09T06:48:16.751Z,sonar,xinyi-dining-2026h2-v2.0,raw/joycecafetw.com.json,3.0.0-query1.5.0-perplexity-p2.1.0-s3.1.0-trust1.0.0,1.1.0,2.1.0,3.1.0,c2d86b1ba8d507bd53514e66b707604c85c1272385d58299e9e8517200263f17
https://www.kanpaiclassic.com.tw/,kanpaiclassic.com.tw,restaurant,XY-024,BR-KANPAICLASSIC,master,,0,0,0,52,61,3,0,true,high,AI Trust Index 0 分；答案採用率 0%、已驗證官方 URL 引用率 0%。,老乾杯&KANPAI CLASSIC,餐飲業,頂級和牛燒肉餐廳，提供澳洲和牛、日本和牛（宮崎牛）等燒肉料理，並有酒水飲品、外帶餐點及線上訂位服務。,success,success,2026-09-09T06:48:40.676Z,sonar,xinyi-dining-2026h2-v2.0,raw/kanpaiclassic.com.tw.json,3.0.0-query1.5.0-perplexity-p2.1.0-s3.1.0-trust1.0.0,1.1.0,2.1.0,3.1.0,619af67f81b51eb7f0bcf385e5826043178b755d69b2ca9006a991dda3f7b21c
https://www.karenteppanyaki.com/,karenteppanyaki.com,,XY-037,BR-KAREN,,,,,,,,,,,,網站或 API 證據不足，本筆資料不計為零分。,,,,,failed,2026-09-09T06:49:01.077Z,,,,3.0.0-query1.5.0-perplexity-p2.1.0-s3.1.0-trust1.0.0,1.1.0,2.1.0,3.1.0,
https://www.lawrys.com.tw/,lawrys.com.tw,restaurant,XY-021,BR-LAWRYS,master,,0,0,0,52,70,3,0,true,high,AI Trust Index 0 分；答案採用率 0%、已驗證官方 URL 引用率 0%。,Lawry's Taipei 勞瑞斯餐廳,餐飲業,高級餐廳，提供頂級熟成牛肋排、桌邊服務、婚宴活動、會議用餐、外燴服務,success,success,2026-09-09T06:49:17.256Z,sonar,xinyi-dining-2026h2-v2.0,raw/lawrys.com.tw.json,3.0.0-query1.5.0-perplexity-p2.1.0-s3.1.0-trust1.0.0,1.1.0,2.1.0,3.1.0,fadee65c3b314ccdc16622ab933c8ad66a653247717d2f4135e3578abc3bc174
https://www.lemeridien-taipei.com/,lemeridien-taipei.com,restaurant,XY-020,BR-LM-LATESTRECIPE,master,,0,0,0,43,84,3,0,true,high,AI Trust Index 0 分；答案採用率 0%、已驗證官方 URL 引用率 0%。,台北寒舍艾美酒店,hotel,酒店住宿、餐飲服務、宴會會議、線上訂房、線上訂位、外帶外送、線上購物,success,success,2026-09-09T06:49:50.871Z,sonar,xinyi-dining-2026h2-v2.0,raw/lemeridien-taipei.com.json,3.0.0-query1.5.0-perplexity-p2.1.0-s3.1.0-trust1.0.0,1.1.0,2.1.0,3.1.0,227a9c51901df313539c4a49bb75b211e9d8aa98877058ffa9b7e108cb1c9cd3
https://www.mala.com.tw/,mala.com.tw,restaurant,XY-031,BR-MALA,master,,0,0,0,50,52,3,0,true,high,AI Trust Index 0 分；答案採用率 0%、已驗證官方 URL 引用率 0%。,馬辣國際餐飲集團,餐飲服務業,經營多個餐飲品牌，包括火鍋、燒肉、日式料理、鐵板燒等，提供線上訂位、分店資訊、優惠活動等。,success,success,2026-09-09T06:50:18.588Z,sonar,xinyi-dining-2026h2-v2.0,raw/mala.com.tw.json,3.0.0-query1.5.0-perplexity-p2.1.0-s3.1.0-trust1.0.0,1.1.0,2.1.0,3.1.0,1048f71fca3a807e8c8a02a97cd264bc2f3069d403bf9ede2f65aa9538294710
